tweet_id,Gabe,Guanyi,Mom,Sum,tweet_text,user_description
501,0,0,0,0,"Marc Benioff discusses his early career, Salesforce's beginnings, &amp; improving the state of the world on Guy Kawasaki's Remarkable People podcast. {{URL}}","PROUD Member of the Salesforce Ohana. COMMON SENSE ADVOCATE. Husband, Dad, 2 x Ironman, Boston Marathoner, Lifelong Learner and Coach"
502,1,1,1,3,"You can purchase this stunning, nonetheless distinctive work of meditating seated Buddha fastidiously carved with mammoth ivory. 

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
503,0,0,0,0,"Young girls today are looking for trouble posting pics like this, she does not look older then 14 {{URL}}",
504,0,0,0,0,"#Midcentury #biumble with #malachite fabrics by #JimThompson
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
505,0,0,0,0,India Elephant Map #ivoryforelephants #stoppoaching #elephants for #ivory ! #animals #elephanttree {{URL}},"We create historical art from rare prints, maps, manuscripts & ancient reliefs; {{URL}}"
506,0,0,0,0,"And when the exemption ends, won't it be wonderful to see all the 200 year old elephants come back to life. Sadly, beautiful items like yours will be destroyed for scrap and meanwhile the hideous trade in modern ivory will continue practically unhindered.",
507,1,1,1,3,"You can buy this gorgeous carving of elephant herd roaming in the jungle carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
508,1,1,1,3,"We love #Chinese #Antiques from #statues #carved figures, #vases, #whiteceramics #carved ivory #jade keep them coming!","We pay cash for your antiques and collectables - no questions, raise cash today! {{URL}}
Email: {{EMAIL}}"
509,1,1,1,3,"Just a small collection of carved Ivory and Rhinoceros antiquities that was sold, paid and collected for in our latest fine art auction. Despite the potential ban, the market is still strong for these wonderful works of art. {{URL}}",Hannam's in Hampshire host monthly four day fine art antique auctions. For further information please call 01420 511788 or email {{EMAIL}}
510,0,0,0,0,The ONLY thing in wiring we left is the very old slide switch &amp; it's cord as it works perfectly,"We are 3rd generation Brocante-Antique Import Dealers. Specializing in French, Dutch and fine items for the Ladies. We offer a variety Decor & Design services."
511,0,0,0,0,"Jan 27, 2021 (7 PM - 9 PM) - Resources for Small Business Owners {{URL}}",Journalist in NY
512,0,0,0,0,{{MENTION}} experienced grapefruit flavor and disappointed not to get it again in our next pack. Is this real?! So much better than orange!,
513,1,1,1,3,"Mammoth Ivory Masterpiece Netsuke – Tiger &amp; a Crab

Link: {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}",I love Art especially Carved legal ivory
514,1,1,1,3,Amazing Mammoth Ivory Carving for Sale.  {{URL}},"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
